ID,Source,Syllabary,Transliteration,English,Story,Chapter,Line,Author,Speaker,,,,,,,,,,,,,
1450,ced,ᏒᎩ ᏱᏚᏁᎦᎸᎭ ᎤᏠᏱᏍᏗᏍᎪᎢ.,Svgi yidunegalvha udloysdisgoi.,When she peels onions it makes her cry.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1451,ced,ᎭᏢ ᎮᏙᎮ ᏒᎯ ᏥᎨᏒᎢ?,Hadlv hedohe svhi jigesvi?,Where were you yesterday?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1452,ced,ᏒᎯ ᏑᎾᎴ ᏥᎨᏒ ᏞᎦ ᎠᏇᏙᎸᎢ.,Svhi sunale jigesv hlega agwedolvi.,I came over for a while yesterday morning.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1453,ced,ᏒᎯ ᏒᎯᏰᏱ ᎠᎩᏍᏆᏛ ᎧᏁᏍᎦ ᏕᏥᏍᏓᏴᏗᏍᎬᎢ.,Svhi svhiyeyi aksgwdv kanesga dejisdayhdisgvi.,I finished bailing hay yesterday evening.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1454,ced,ᎤᎦᎿᏁᎢᏍ ᏒᎯ ᎤᏒᎢ?,Ugahnaneis svhi usvi?,Did it rain night before last?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1455,ced,ᏒᎯᏰᏱ ᎠᎦᎵᏍᎪ ᎦᏄᎸ.,Svhiyeyi agalsgo ganulv.,He mows the grass in the evening.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1456,ced,ᏒᎦᏔ ᏚᏩᏒ ᏗᎦᏚᎲᎢ.,Svkta duhwasv digaduhvi.,He bought some apples in town.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1457,ced,ᏒᎾᏙᏓᏆᏍᏗ Ꮭ ᎪᎯᏓ ᏱᎨᏐᎢ.,Svnadodagwasdi hla gohida yigesoi.,One week is not long.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1458,ced,ᏒᏃᏱ ᎠᏰᏟ ᏓᎦᏁᎳᏗ.,Svnoyi ayehli daganeladi.,At midnight I will leave.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1459,ced,ᏔᎵ ᎢᏗᎳᏑᎶ ᏚᏩᎯ.,Tali idilasulo duhwahi.,He bought two pairs of shoes.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1460,ced,ᏙᏓᏣᎸᏫᏍᏓᏁᎵᏍ ᏔᎵᏁ ᎢᎦ?,Dodajalvhwisdanelis Taline Iga?,Are you going to work on Tuesday?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1461,ced,ᎧᏬᏂ ᏔᎵᏁ ᎠᏆᏕᏘᏱᏍᎩ.,Kawohni taline agwadetiyisgi.,My birthday is on April second.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1462,ced,ᏓᏯᏍᎳᏗᏍᎪ ᏔᎷᎩᏍᎩ ᏯᎪᎯᎳ ᎠᎹ ᏱᏓᎵᏍᏗ.,Dahyasladisgo talugisgi yagohila ama yidalisdi.,Cans get rusty if water is left in them too long.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1463,ced,ᏔᎷᎩᏍᎩᏍ ᏗᎧᏅᏫᏍᎩ ᏚᏍᏓᏓᏅᏟ?,Talugisgis dikanvwisgi dusdadahnvhli?,Is your brother a welder?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1464,ced,ᏔᎷᎩᏍᎩ ᏗᎧᏅᏬᏙᎯ ᎤᏨᎲᏏ.,Talugisgi dikanvwodohi utsvhvsi.,He ran out of solder.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1465,ced,ᎦᏙ ᎤᏍᏗ ᏕᎰᏢᏗᏍᎪ ᏗᏔᎷᏣ?,Gado usdi dehohlvhdisgo ditaluja?,What do you make baskets out of?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1466,ced,ᎯᎳ ᎢᎦ ᏔᎹᏟ ᏕᏣᏚᎵᎭ?,Hila iga tamahli dejaduliha?,How many tomatoes do you want?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1467,ced,ᎨᏛ ᎤᎩᎳ ᏔᏬᏗ.,Ketv ukila tawodi.,A hawk is sitting on a post.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1468,ced,ᎥᏓᎷᎵᏗ ᏥᏍᏈᏍᏗ ᏱᏛᎪᏩᏔ ᏖᎦ.,Vdaluhldi tsgwisdi yidvgohwahta tehga.,You can see a lot of toads by a pond.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1469,ced,ᏴᏫ ᎾᎾᎵᏍᏚᎴᏍᎬᎾ ᏱᎩ ᏘᎾ ᎬᏩᏂᎸᎪᎢ.,Yvwi nanalsdulesgvna yigi tina gvwanilvgoi.,"If people don't wash their hair, they get lice.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1470,ced,ᏘᏲᎭᎵ ᎦᏂᏯ ᎦᎴᎩ.,Tiyohali ganiya galegi.,A blacksnake caught a lizard.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1471,ced,ᎢᎸᎯᏳᎢᏍ ᎯᎪᎥ ᏢᏕᏆ?,Ilvhiyuis higov tlvdegwa?,Have you ever seen an eel?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1472,ced,ᏙᎯ ᏂᎨᏒᎾ ᎨᏒ ᎬᏯᏛᎦᏅ.,Tohi nigesvna gesv gvyatvganv.,I heard that you weren't well.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1473,ced,"ᏙᎯᏊ ᎠᏴ, ᏂᎯᎾ?","Tohigwu ayv, nihina?","I am just fine, and you?",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1474,ced,"Ꮩ ᏂᏣᏛᎦ ᏚᏬᏎᎳ, ᎡᏝᏪ ᏄᎾᎵᏍᏔᏅᎢ.","To nijadvga duwosela, ehlawe nunalstanvi.","When he told them to be still, they became quiet.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1475,ced,ᏙᏧᏮᎠ ᎤᏍᏗᎧ ᏏᏅ Ꮎ ᏜᏴᎦ ᎨᏒᎢ.,Tojuwha usdika sihnv na dlayhga gesvi.,The redbird is smaller than the bluejay.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1476,ced,ᎪᎩ ᏥᏍᏈᏍᏗ ᏗᎪᏮᏛᏗ ᏙᎳᏥᎦ.,Gogi tsgwisdi digowhtvhdi tolatsga.,In the summer you can see a lot of grasshoppers.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1477,ced,ᏦᎯᏳᎭᏍ ᎠᏂᏥᎩᎵ ᎠᏁᎲ?,Johiyuhas anitsgili anehv?,Do you believe there are ghosts?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1478,ced,Ꮒ! ᏥᎪᏯ ᎤᎩᎳ ᎤᏩᎢᏢᎢ.,Ni! Tsgoya ukila uwaihlvi.,Look! There's a bug on the bush.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1479,ced,ᏥᏆᎴᏆᎳ ᏂᎦᏪᏍᎬ ᎦᏛᎩᏍᎪ ᏧᎵᏏᏅᏓ ᎠᏓᏁᎸ ᎾᎥᎢ.,Tsgwalegwala nigawesgv gatvgisgo julsihnvda adanelv navi.,I hear a whippoorwill every night close to the house.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1480,ced,ᏥᏈᏍᏗ ᎠᏂᏲᏁᎦ ᎦᏥᎪᏮᏘᎭ.,Tsgwisdi aniyonega gajigowhtiha.,I see many white men.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1481,ced,ᏥᏈᏍᏗ ᎦᏬᏂᏍᎪ ᎣᏍᏓ ᏳᏓᏅᏔ.,Tsgwisdi gawonisgo osda yudanhta.,She talks a lot when she feels well.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1482,ced,ᏚᎴᏥ ᏂᏓᎬᏅᏓᎡᎸ ᏧᏂᏢᎩᎢ.,Tuleji nidagvnhdaelv junidlvgii.,She had her tonsils taken out at the hospital.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1483,ced,ᏅᏬᏘ ᎦᏅᎵᏰᎠ ᏚᏍᏗ ᎤᏜᎥᎢ.,Nvwoti ganvliyea tusdi udlavi.,He's putting medicine on his boil.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1484,ced,ᎦᏙ ᎤᎾᏍᏗ ᏚᏯ ᎯᎠ?,Gado unsdi tuya hia?,What kind of beans are these?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1485,ced,"ᎯᏍᏚᎲᎦ ᎦᎶᎯᏍᏗᎢ, ᏛᎦ ᏕᎯᏴᏗᎭ.","Hisduhvga galohisdii, tvhga dehiyhdiha.","Close the door, you're letting the flies in.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1486,ced,ᎤᏓᏙᎵᏍᏙᏗ ᎠᏥᏔᏲᏎᎸᎢ.,Udadolisdohdi ajitayoselvi.,He was asked to pray.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1487,ced,ᎤᏙᎯᏳ ᎠᏎ ᎤᏓᎨᏳᏎᎢ.,Udohiyu ase udageyusei.,I guess he really loved her.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1488,ced,Ꮭ ᏯᏆᏅᏖ ᎤᏓᏂᎳᎨ ᎨᏒᎢ.,Hla yagwanhte udahnilage gesvi.,I didn't know he was an ordained minister.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1489,ced,ᎦᏙ ᎤᏍᏗ ᏥᎩ ᎤᏓᏂᎳᎨᎢ?,Gado usdi jigi udahnilagei?,Which is the oldest one?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1490,ced,ᎤᏙᎯᏳ ᎤᏓᏣᏘᏗ ᎠᏧᏣ.,Udohiyu udajatdi achuja.,He's really a reckless boy.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1491,ced,"ᎪᎦ ᏂᎦᏪᏍᎬ ᏯᏛᎦᎾ ᎤᏒ, ᎤᏓᎴᎯ ᎠᎾᏗᏍᎪ ᎠᏂᏣᎳᎩ.","Koga nigawesgv yatvgana usv, udalehi anadisgo Anijalagi.","Cherokees say that if you hear a crow at night, it's a bad omen.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1492,ced,ᎤᏓᎵᎢ ᎪᎱᏍᏗ ᎠᏋᏂ.,Udalii gohusdi agwvhni.,His wife is my cousin.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1493,ced,ᎤᏙᎯᏳ ᎤᏓᎸᏉᏗ Ꮎ ᎠᏧᏣ.,Udohiyu udalvkwdi na achuja.,That boy is really snobbish.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1494,ced,ᎦᏙ ᎤᏍᏗ ᏨᏏ Ꮎ ᎤᏓᎾᏂ?,Gado usdi chvsi na udanani?,What did the store owner give you?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1495,ced,Ꮎ ᎠᎦᏴᎵᎨ ᎤᏁᎦᎸ ᎤᏓᏁᎪᏳᎭ.,Na agayvlige unegalv udanegoyuha.,The old woman's skin is wrinkled.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1496,ced,ᎠᎹ ᎤᏓᏁᎲ ᎠᏓᏬᎠ ᏥᏍᏆ.,Ama udanehv adawoa jisgwa.,A bird is bathing in a puddle of water.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1497,ced,ᎤᏓᏅᏙ ᎤᎴᏫᏍᏓᏁᎸᎢ.,Udanhdo ulehwisdanelvi.,His heart stopped on him.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1498,ced,ᎣᏏᏊᏛ ᎠᏆᏓᏅᏔ ᏃᏊ.,Osigwudv agwadanhta nogwu.,I feel all right now.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1499,ced,ᎤᏙᏳ ᎤᏓᏅᏘ ᎠᏟᏃᎮᏙᏗ.,Udoyu udanhti ahlinohedodi.,He is very pleasant to talk with.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1500,ced,ᎤᏓᏅᏘᏌᏅ ᎬᏟ ᎤᎾᏝᎠ.,Udanhtisahnv kvhli unahlaa.,He has a tamed raccoon.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1501,ced,ᏂᎪᎯᎸ ᎤᏓᏅᎦᎸᏓ ᏄᏩᏃ ᎤᏴᏍᏗᎢ.,Nigohilv udanvgalvda nuwahno uyvsdii.,He always keeps his room clean.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1502,ced,ᎤᏓᏅᎯᏓ ᎡᎳᏗ ᎤᏂᎩᏒᎢ.,Udanvhida eladi uhnigisvi.,He walked a long way.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1503,ced,ᏄᎾ ᏚᏓᏅᏅ ᎠᏰᏟ ᎠᎢ.,Nuna dudanvhnv ayehli ai.,He's walking between two rows of potatoes.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1504,ced,ᎤᏓᏍᏛᏗᏍᏗ ᎨᏒ ᏩᏟᎢᎶᎯᎭ ᏱᏛᏲᏍᏗ ᏗᎧᏃᏩᏛᏍᏗ.,Udasdvdisdi gesv wahliilohiha yidvyosdi dikanowadvsdi.,Breaking the law leads to punishment.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1505,ced,ᎤᏓᏩᏗᏍᎬ ᎤᎾᏓᏪᏐᎸᏍᏗ ᏧᏂᎸᏫᏍᏓᏁᎯ.,Udawadisgv unadawesolvsdi junilvhwisdanehi.,The workers are resting in the shade.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1506,ced,ᎪᎱᏍᏗ ᎤᏓᏴᎳᏔ ᏚᏩᎢᏢᎢ.,Gohusdi udayvlata duwaihlvi.,Something is in view in the bushes.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1507,ced,ᏑᎾᎴ ᎤᏟ ᏫᏣᏕᏒ Ꮎ ᎤᏲ ᎦᎵᏛᎢ.,Sunale udli wijadesv na uyo gahldvi.,Tomorrow throw the trash away.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1508,ced,ᎯᎳ ᎾᏂᎠ ᎤᎾᏕᎩ ᏕᏥᎧᎭ?,Hila nania unadegi dejikaha?,How many pitchers do you all have?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1509,ced,ᎤᏕᎰᎯᏍᏗ ᎪᏢᏍᎦ ᏥᎾᏛᏁᎭ.,Udehohisdi gohlvsga jinadvneha.,He's causing embarrassment by doing that.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1510,ced,ᎤᏕᎰᏌᏘ ᎠᏧᏣ ᎤᏩᎧᎭ.,Udehosati achuja uwakaha.,She has a bashful boy.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1511,ced,ᎡᎵᏊᏍ ᏱᏍᎩᏍᏕᎳ ᎤᏕᎵᏍᎦᎸᎲ ᎦᎴᏒ ᏓᏆᎴᎳ?,Eligwus yiksdela udelisgalvhv galesv dagwalela?,Can you help me get my car out of a ditch?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1512,ced,ᎪᎯ ᎢᎦ ᎤᏕᏘᏱᎭ ᏦᏍᏓᏓᏅᏟ.,Kohi iga udetiyiha josdadahnvhli.,Today my brother is having a birthday.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1513,ced,ᏘᏍᏓᏱᏓ Ꮎ ᏧᏗᏆᎸᏕᏱᏓ.,Tisdayida na judigwalvdeyida.,Tighten those bolts.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1514,ced,ᏙᏳ ᎤᏗᏞᎦ ᎪᎯ ᎢᎦ.,Doyu udihlehga kohi iga.,It's really hot today.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1515,ced,Ꮎ ᎤᏢᎩ ᏥᏈᏍᏗ ᎤᏗᏞᎲᏍᎬᎢ.,Na udlvgi tsgwisdi udihlehvsgvi.,The patient had a high fever.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1516,ced,ᎭᏢ ᎤᏗᏍᎦᏝ?,Hadlv udisgahla?,Where is he hiding?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1517,ced,"ᏅᏬᏘ ᎤᎩᏌ, ᎦᏣᏄᎵ ᎤᏗᏫᏒᎢ.","Nvwoti ugisa, gajanuli udiwsvi.","When he got some medicine, he got well fast.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1518,ced,ᎤᏍᏗᎩ ᎤᏄᏮ ᎢᏳᏍᏗ ᎤᏗᏴᏓᏛ ᎤᎦᏌᏛᎢ.,Usdiki uhnuwv iyusdi udiyvdadv uksatvi.,His shirt was so small his navel was showing.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1519,ced,ᏗᎿᏬ ᏧᏃᏢᏗ ᎤᏜᏅᏓ ᏗᎦᎸᏫᏍᏓᏁᏗᎢ.,Dihnawo junohlvhdi udlanvda digalvhwisdanhdii.,There is a job opening at the clothing manufacturers.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1520,ced,ᏐᎢ ᎧᎴᏍᏗ ᎠᏆᏜᏅᏓᏕᎮᏍᏗ ᏫᎬᏩᏛᎯᏓᏍᏗᎢ.,Soi kalesdi agwadlanvdadehesdi wigvwahtvhidasdii.,I'll have time to come to visit you next month.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1521,ced,ᏣᏜᏏᏛᎡᎭᏍ ᎡᎵᏊ ᏱᎬᏆᏛᏁᏗ ᎨᏒᎢ?,Jadlasitvehas eligwu yigvgwadvnhdi gesvi?,Don't you believe I can do it?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1522,ced,ᎯᎳ ᎾᏂᎠ ᎤᎾᏜᏏᏛᎡᎯ ᎠᏁᏙᎭ?,Hila nania unadlasitvehi anedoha?,How many nonbelievers are here?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1523,ced,ᎤᏞᏨ ᎠᏥᎶᏄᎡᏝ.,Udelejv ajilonuehla.,He took revenge when he was cheated.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1524,ced,ᎤᏟ ᏫᎶᎯ.,Udli hwilohi.,Go away.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1525,ced,ᎠᏕᎳ ᏓᎶᏂᎨ ᏗᎪᏢᏔᏅ ᏗᏟᎠᏙ ᏚᏟᎠᏓ.,Adela dalonige digohlvhtanv didliado dudliada.,She's wearing earrings made of gold.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1526,ced,ᎦᎪ ᏱᎪᎯᏳᏓ ᎤᏠᎾᏍᏗ ᎨᏒᎢ?,Gago yigohiyhda udlonasdi gesvi?,Who would admit that he's a hypocrite?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1527,ced,ᎤᏠᏏᏅᏓ ᏥᎩ ᎧᏄᎦᏟ ᎤᏠᏱᎨᎢᏍᏗ.,Udlosinvd jig kanugahl uhloyigeisdi.,Dewberries are similar to blackberries.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1528,ced,ᏯᏖᎾ ᎤᏢᏓᎸᏓ ᎤᏣᏲᎭ ᎤᎳᏏᏕᏂ.,Hyahtena udlvdalvda ujayoha ulasihdeni.,A splinter from a board stuck him in his foot.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1529,ced,ᏒᎯ ᏥᎨᏒ ᎠᎩᏢᎬ ᎠᏎᏅ ᎣᏏᏊ ᎢᎩ ᎪᎯ ᎢᎦ.,Svhi jigesv akdlvgv asehnv osigwu igi kohi iga.,"I was sick yesterday, but I'm all right today.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1530,ced,ᎯᎳ ᎢᏯᏂᎢ ᏧᏂᏢᎩ ᎠᏂᏯᎠ ᎠᎭᏂ ᏧᏂᏢᎩᎢ?,Hila iyanii junidlvgi aniyaa ahani junidlvgii?,How many patients are in this hospital?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1531,ced,Ꮎ ᎠᏍᎦᏯ ᎤᏢᏈᏗ ᎤᏤᎸᏐᎢ.,Na asgaya udlvkwdi ujelvsoi.,That man acts sophisticated.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1532,ced,ᎤᏙ ᎤᏩᏛᎯᏙᎭ ᏒᎾᏙᏓᏆᏍᏗ ᎢᎪᎯᏓ.,Udo uhwahtvhidoha svnadodagwasdi igohida.,Her brother is visiting her for one week.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1533,ced,ᎦᏙ ᎠᏛᏁᎯ ᎤᏙᏓ?,Gado advnehi udoda?,What does her father do?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1534,ced,ᎤᏙᏓᏆᏓ ᎦᏃᎭᎵᏙᎰ ᏳᏃᎭᎴᎾ.,Udodagwada ganohalidoho yunohalena.,He hunts all day when he goes hunting.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1535,ced,ᏕᎯᎳᏫᏤᎪᎢᏍ ᎤᎾᏙᏓᏆᏍᎬ ᎢᎦ?,Dehilawijegois Unadodagwasgv iga?,Do you go to church on Sunday?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1536,ced,ᎢᏴᏓᎭ ᎤᎾᏙᏓᏈᏕᎾ ᏓᎩᎸᏫᏍᏓᏁᎰᎢ.,Iyvdaha Unadodagwidena dagilvhwisdanehoi.,Sometimes I work on Saturday.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1537,ced,Ꮲ ᎤᏙᏓᏈᏗᏒ ᏓᎦᎷᏥ.,Dlv udodagwidisv dagaluhji.,He's coming sometime during the day.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1538,ced,ᎤᎾᏙᏓᏉᏅ ᏛᎾᎴᏅᎯ ᏓᎾᏕᏠᏆᏍᎬᎢ.,Unadodagwohnv dvnalenvhi danadehlohgwasgvi.,They're going to start school Monday.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1539,ced,ᎤᏙᎯᏳ ᎣᏍᏓ ᎿᏛᎦ ᎡᏣᎪᎵᏰᏍᎬᎢ.,Udohiyu osda hnadvga ejagoliyesgvi.,You did very well on your exam.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1540,ced,ᎤᏚᏚ ᎧᏃᎮᏢᏍᎬ ᎤᏛᏓᏍᏗ ᎠᏧᏣ.,Ududu kanohehlvsgv utvdasdi achuja.,The boy is listening to his grandfather tell stories.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1541,ced,ᎠᎹᏱ ᎠᏆᏚᎭ.,Amayi agwaduha.,I am standing in the water.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1542,ced,ᎦᏙ ᏚᏙᎠ ᎤᏚᏥ?,Gado dudoa uduji?,What's his uncle's name?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1543,ced,ᎤᏓᏪᏐᎸᏍᏙᏗ ᎤᏚᎵᎭ.,Udawesolvsdohdi uduliha.,He wants to rest.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1544,ced,ᏱᏂᎦᎵᏍᏗᎭᏊ ᎢᏴ ᎤᏛᏅᎢᏍᏙ ᎤᏓᏍᏕᎸᏗᎢ.,Yinigalsdihagwu iyv udvnvisdo udasdehldii.,He's willing to help anytime.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1545,ced,ᎤᎵᎪᎲᏍᏗ ᎢᏴ ᏧᎦᎶᎦ ᏧᏓᎴᏅᏓ ᏧᎵᏑᏫᏓ ᏂᏙᏓᎦᎵᏍᏔᏂ.,Uligohvsdi iyv jugaloga judalehnvda julisuhwida nidodagalstani.,In the fall the leaves will turn into different colors.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1546,ced,ᎦᏙ ᎤᏍᏗ ᎤᎦᎹ ᏣᏚᎵᎭ?,Gado usdi ugama jaduliha?,What kind of soup do you want?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1547,ced,ᏙᏳ ᎤᏂᎦᎾᏍᏓ ᎯᎠ ᎠᏂᏩᏒᎩ.,Doyu uniganasda hia aniwsvgi.,These cantaloupes are really sweet.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1548,ced,ᎤᎦᎾᏩᏍ Ꮎ ᎠᏙᎩᏯᏍᎩ ᏥᎦᏬᏂᎭ?,Uganawas na atohgiyasgi jigawoniha?,Is the candidate who is speaking a Democrat?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1549,ced,ᎣᏏ ᎾᎥ ᎤᏬᏝ ᎤᎦᎾᏬᏍᎦ.,Osi nav uwohla uganawosga.,He's sitting by the stove warming himself.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1550,ced,ᎠᎩᎦᎾᏬᏍᎦᏛ ᏍᏗᎩᏓ ᏃᏊ.,Agiganawosgadv sdikida nogwu.,I am getting warm a little now.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1551,ced,ᏔᎵᏁ ᎤᎦᏅᏓᏛ ᎪᏪᎳ ᎧᏃᎩᏍᏗ.,Taline uganhdadv gohwela kanogisdi.,The song is on the second page.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1552,ced,ᎯᎨᏳᏎᏍᏗ ᏣᏍᏓᏴᎲᏍᎩ.,Higeyusesdi tsdayvhvsgi.,Love your wife.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1553,ced,ᎤᎨᏳᎭ ᏩᏥ ᏝᎴ ᎩᎶ ᏴᎬᏙᎵᏍᏓ.,Ugeyuha waji hlale kilo yvgvtolsda.,He's stingy with his watch and won't loan it to anyone.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1554,ced,ᎤᏙᎯᏳ ᎤᎨᏳᎿ Ꮎ ᎠᏍᎦᏯ.,Udohiyu ugeyuhna na asgaya.,That man is really stingy.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1555,ced,ᎠᏂᏴᏫᏯ ᏧᎩᏓᏟ ᏚᎾᏗᎵᎪᎢ.,Aniyvwiya jugidahli dunadihlgoi.,Indians wear feathers on their heads.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1556,ced,ᎤᎩᏨᏓ ᎢᏴ ᎩᎳ ᏩᎩᎷᏨᎢ.,Ugijvda iyv kila wagiluhjvi.,I didn't get there until the next morning.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1557,ced,ᎤᎩᏥᏕᏱ ᎠᏗᏗᏍᎪ ᏧᎸᏫᏍᏓᏁᏗ ᏱᎩ.,Ugitsdeyi adidisgo julvhwisdanhdi yigi.,He gets up at dawn when he has to work.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1558,ced,ᎦᏙ ᎤᏍᏗ ᎤᎪᏗ ᏣᎸᏉᏗ?,Gado usdi ugodi jalvkwdi?,Which one do you like more?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1559,ced,ᎤᎪᏗ ᎤᏅᏗ ᎦᎾᏕᎪᎢ.,Ugodi unvdi ganadegoi.,She sells a lot of milk.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1560,ced,ᎪᎯᏗᏍ ᎢᎯᎦᏘᏰᏍᏗ ᏤᏅᏍᏗ ᏓᏣᎪᏂᏲᏥ.,Gohidis ihiktiyesdi jenvsdi dajagohniyoji.,"If you wait too long to go, you'll be late.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
